alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url,lat,long
sunset-beer-company-los-angeles,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.0755693192187, 'longitude': -118.255361068726}",(213) 481-2337,6276.610622519724,M--hANCBq8EqR4in8CnPew,https://s3-media4.fl.yelpcdn.com/bphoto/lmN5nPWC14yK5gyuzRoWyg/o.jpg,False,"{'address1': '1498 W Sunset Blvd', 'address2': 'Ste 3', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1498 W Sunset Blvd', 'Ste 3', 'Los Angeles, CA 90026']}",Sunset Beer Company,+12134812337,$$,4.5,359,[],https://www.yelp.com/biz/sunset-beer-company-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0755693192187,-118.255361068726
sassafras-los-angeles,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 34.0936401, 'longitude': -118.3267649}",(323) 467-2800,3592.0745181449524,Jl2fq4u9hSbs0a0Usn4MvQ,https://s3-media4.fl.yelpcdn.com/bphoto/RrCxJJ_MsyoSp7PvdEGUKg/o.jpg,False,"{'address1': '1233 N Vine St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['1233 N Vine St', 'Los Angeles, CA 90038']}",Sassafras,+13234672800,$$,4.0,626,[],https://www.yelp.com/biz/sassafras-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0936401,-118.3267649
button-mash-los-angeles,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'arcades', 'title': 'Arcades'}]","{'latitude': 34.0739776525894, 'longitude': -118.251562701852}",(213) 250-9903,6576.872999098816,H4ew518bqV4ew61g-brTrQ,https://s3-media1.fl.yelpcdn.com/bphoto/O5_fgVQJXqpWhIVUkODf3Q/o.jpg,False,"{'address1': '1391 Sunset Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['1391 Sunset Blvd', 'Los Angeles, CA 90026']}",Button Mash,+12132509903,$$,4.0,617,"['pickup', 'delivery']",https://www.yelp.com/biz/button-mash-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0739776525894,-118.251562701852
della-terra-los-angeles,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 34.0762749, 'longitude': -118.3571066}",(323) 933-7675,3691.327766046699,YTTCdnu8457jbdEbm_PIig,https://s3-media1.fl.yelpcdn.com/bphoto/Np31-r1QgAHxf-dj-LyjbA/o.jpg,False,"{'address1': '7675 Beverly Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['7675 Beverly Blvd', 'Los Angeles, CA 90036']}",Della Terra,+13239337675,$$,4.0,624,"['pickup', 'delivery']",https://www.yelp.com/biz/della-terra-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0762749,-118.3571066
gracias-madre-west-hollywood-west-hollywood,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0807951106153, 'longitude': -118.386972025037}",(323) 978-2170,6407.7867622157855,EWbbiUBkGzCYrEoOF05HzA,https://s3-media2.fl.yelpcdn.com/bphoto/6T9Y99E94caTrvtlE85SUw/o.jpg,False,"{'address1': '8905 Melrose Ave', 'address2': '', 'address3': '', 'city': 'West Hollywood', 'zip_code': '90069', 'country': 'US', 'state': 'CA', 'display_address': ['8905 Melrose Ave', 'West Hollywood, CA 90069']}",Gracias Madre - West Hollywood,+13239782170,$$,4.0,4099,"['pickup', 'delivery']",https://www.yelp.com/biz/gracias-madre-west-hollywood-west-hollywood?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0807951106153,-118.386972025037
wood-and-vine-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.1014405415506, 'longitude': -118.326316136051}",(323) 334-3360,4454.475639046611,3n3D8WCVKDgMLYlL0Tv8Tg,https://s3-media2.fl.yelpcdn.com/bphoto/v2sfdeb4iPusfLnSrDirpw/o.jpg,False,"{'address1': '6280 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6280 Hollywood Blvd', 'Los Angeles, CA 90028']}",Wood & Vine,+13233343360,$$,3.5,1342,['delivery'],https://www.yelp.com/biz/wood-and-vine-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1014405415506,-118.326316136051
wolf-and-crane-bar-los-angeles,"[{'alias': 'whiskeybars', 'title': 'Whiskey Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 34.0479536, 'longitude': -118.2397511}",(213) 935-8249,7671.467936172537,OhUWLtok4odV0r0d1FkCOQ,https://s3-media4.fl.yelpcdn.com/bphoto/jSwbX8pY2NQEoKGIndaJgw/o.jpg,False,"{'address1': '366 E 2nd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['366 E 2nd St', 'Los Angeles, CA 90012']}",Wolf & Crane Bar,+12139358249,$$,4.0,547,[],https://www.yelp.com/biz/wolf-and-crane-bar-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0479536,-118.2397511
covell-los-angeles,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 34.1002560180096, 'longitude': -118.290309906006}",(323) 660-4400,5164.691879117757,4q6YuzsOTB4e2bbXBGXIrA,https://s3-media2.fl.yelpcdn.com/bphoto/uW1LpszFvK7TQaOsQPhLeQ/o.jpg,False,"{'address1': '4628 Hollywood Blvd', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['4628 Hollywood Blvd', 'Los Angeles, CA 90027']}",Covell,+13236604400,$$,4.5,437,['delivery'],https://www.yelp.com/biz/covell-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1002560180096,-118.290309906006
candela-los-angeles,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 34.0596284, 'longitude': -118.3451919}",(323) 936-0533,2224.3276207090194,zpCjv61s-5b-WJSd8opFvA,https://s3-media2.fl.yelpcdn.com/bphoto/tse8Y2ZNJz5oOQjuB_wt3A/o.jpg,False,"{'address1': '831 S La Brea Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['831 S La Brea Ave', 'Los Angeles, CA 90036']}",Candela,+13239360533,$$,4.0,660,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/candela-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0596284,-118.3451919
lobster-and-beer-los-angeles,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 34.02686, 'longitude': -118.408406}",(424) 298-8106,8898.7368800376,VzHJuws0xqcqDe5D9vNRUw,https://s3-media3.fl.yelpcdn.com/bphoto/GXRABC_tovBEKpHtxh_L_w/o.jpg,False,"{'address1': '3456 Motor Ave', 'address2': 'Ste 101', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90034', 'country': 'US', 'state': 'CA', 'display_address': ['3456 Motor Ave', 'Ste 101', 'Los Angeles, CA 90034']}",Lobster & Beer,+14242988106,$$,4.0,667,"['pickup', 'delivery']",https://www.yelp.com/biz/lobster-and-beer-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.02686,-118.408406
wood-los-angeles-8,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 34.08292, 'longitude': -118.27289}",(323) 667-9940,5050.1287951708055,F2W1R7yIvSOqD1xH_F1cZA,https://s3-media4.fl.yelpcdn.com/bphoto/3m2BSYYss3odo0nwu8RGJw/o.jpg,False,"{'address1': '2861 Sunset Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90026', 'country': 'US', 'state': 'CA', 'display_address': ['2861 Sunset Blvd', 'Los Angeles, CA 90026']}",Wood,+13236679940,$$,4.0,674,"['pickup', 'delivery']",https://www.yelp.com/biz/wood-los-angeles-8?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.08292,-118.27289
plato-los-angeles,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]","{'latitude': 34.0575551, 'longitude': -118.3061617}",(213) 383-1984,1479.1125124744372,EHRDheGgmdQYfwEL7X04Pw,https://s3-media2.fl.yelpcdn.com/bphoto/xR-0RobL6tOwdoRrfJOkjw/o.jpg,False,"{'address1': '3474 W 8th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['3474 W 8th St', 'Los Angeles, CA 90005']}",Plato,+12133831984,$$,4.0,430,['delivery'],https://www.yelp.com/biz/plato-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0575551,-118.3061617
nightshade-los-angeles-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'szechuan', 'title': 'Szechuan'}]","{'latitude': 34.0463062, 'longitude': -118.23425}",(213) 626-8888,8204.926438398581,2NTJmVo6Smp82PmrH83mlQ,https://s3-media1.fl.yelpcdn.com/bphoto/-Tenpo9FH_NNO2z3864h-A/o.jpg,False,"{'address1': '923 E 3rd St', 'address2': 'Ste 109', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['923 E 3rd St', 'Ste 109', 'Los Angeles, CA 90013']}",Nightshade,+12136268888,,4.0,429,[],https://www.yelp.com/biz/nightshade-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0463062,-118.23425
tart-restaurant-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.0736311266237, 'longitude': -118.36157755208}",(323) 556-2608,3937.256099263015,T1Bi3NRAmLGbmNg82NaKmQ,https://s3-media2.fl.yelpcdn.com/bphoto/ItHnAwhbFZDFuKR9-vu5tg/o.jpg,False,"{'address1': '115 S Fairfax Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['115 S Fairfax Ave', 'Los Angeles, CA 90036']}",Tart Restaurant,+13235562608,$$,3.5,1302,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/tart-restaurant-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0736311266237,-118.36157755208
biergarten-los-angeles,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]","{'latitude': 34.0748525742151, 'longitude': -118.308902978897}",(323) 466-4860,1869.7372992935962,xJT5BdpKUyfenwWqtnoAww,https://s3-media1.fl.yelpcdn.com/bphoto/1nHRn3SyE8B48896dq1NFg/o.jpg,False,"{'address1': '206 N Western Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90004', 'country': 'US', 'state': 'CA', 'display_address': ['206 N Western Ave', 'Los Angeles, CA 90004']}",Biergarten,+13234664860,$$,4.0,780,['pickup'],https://www.yelp.com/biz/biergarten-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0748525742151,-118.308902978897
good-times-at-davey-waynes-los-angeles,"[{'alias': 'speakeasies', 'title': 'Speakeasies'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.100235, 'longitude': -118.323966}",(323) 962-3804,4303.765501347032,vPgE2_s12ldNT3Mlhr8w8g,https://s3-media1.fl.yelpcdn.com/bphoto/CGfniecSRjMqS_IX-gKs_Q/o.jpg,False,"{'address1': '1611 N El Centro Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['1611 N El Centro Ave', 'Los Angeles, CA 90028']}",Good Times at Davey Wayne's,+13239623804,$$,3.5,1294,[],https://www.yelp.com/biz/good-times-at-davey-waynes-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.100235,-118.323966
birds-rotisserie-chicken-cafe-and-bar-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.1053834528783, 'longitude': -118.318904112569}",(323) 465-0175,4874.993011338444,ubAiG5pgaQazJpoFHfViMg,https://s3-media2.fl.yelpcdn.com/bphoto/_XLZ0bt9QRKRQoAsYhvbog/o.jpg,False,"{'address1': '5925 Franklin Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['5925 Franklin Ave', 'Los Angeles, CA 90028']}",Birds Rotisserie Chicken Cafe & Bar,+13234650175,$$,4.0,930,"['pickup', 'delivery']",https://www.yelp.com/biz/birds-rotisserie-chicken-cafe-and-bar-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.1053834528783,-118.318904112569
the-dresden-restaurant-los-angeles-2,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]","{'latitude': 34.103099, 'longitude': -118.291665}",(323) 665-4294,5365.951264745814,H_yVj1dSjqYacohidTiaIw,https://s3-media3.fl.yelpcdn.com/bphoto/2GEidMf3mhlB_V_OKrBLXA/o.jpg,False,"{'address1': '1760 N Vermont Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90027', 'country': 'US', 'state': 'CA', 'display_address': ['1760 N Vermont Ave', 'Los Angeles, CA 90027']}",The Dresden Restaurant,+13236654294,$$,4.0,842,['delivery'],https://www.yelp.com/biz/the-dresden-restaurant-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.103099,-118.291665
mezcalero-los-angeles-2,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 34.04751, 'longitude': -118.25072}",(213) 628-3337,6694.853940079076,yyTLKAplUF89xydeB2bZWQ,https://s3-media1.fl.yelpcdn.com/bphoto/AvjF3RH0TjgBjPTXWqN_XA/o.jpg,False,"{'address1': '510 S Broadway', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90013', 'country': 'US', 'state': 'CA', 'display_address': ['510 S Broadway', 'Los Angeles, CA 90013']}",Mezcalero,+12136283337,$$,4.0,477,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/mezcalero-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.04751,-118.25072
hatch-yakitori-bar-los-angeles,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.0480681833865, 'longitude': -118.257884198153}",(213) 282-9070,5953.566234723725,eUkd8atkJe4fkKGcD5QZ1A,https://s3-media1.fl.yelpcdn.com/bphoto/Ohfs8tWNOs_sI0o9T7Y9Kg/o.jpg,False,"{'address1': '700 W 7th St', 'address2': 'Ste G600', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['700 W 7th St', 'Ste G600', 'Los Angeles, CA 90017']}",HATCH Yakitori + Bar,+12132829070,$$,4.5,412,"['pickup', 'delivery']",https://www.yelp.com/biz/hatch-yakitori-bar-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0480681833865,-118.257884198153
merkato-ethiopian-restaurant-and-market-los-angeles,"[{'alias': 'ethiopian', 'title': 'Ethiopian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.05701, 'longitude': -118.36403}",(323) 935-1775,3966.1455182866366,Nw7_WZNbyh_EbckVAlzGAA,https://s3-media4.fl.yelpcdn.com/bphoto/gthATK5sjX88QpmrTzHwJA/o.jpg,False,"{'address1': '1036 S Fairfax Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90019', 'country': 'US', 'state': 'CA', 'display_address': ['1036 S Fairfax Ave', 'Los Angeles, CA 90019']}",Merkato Ethiopian Restaurant & Market,+13239351775,$$,4.0,676,['delivery'],https://www.yelp.com/biz/merkato-ethiopian-restaurant-and-market-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.05701,-118.36403
peking-tavern-los-angeles-3,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 34.0427621, 'longitude': -118.2536515}",(213) 988-8308,6581.584906762609,iOuz4WzpUaG6MOajq4Hi2A,https://s3-media3.fl.yelpcdn.com/bphoto/WPuB3CelYgclJqbgUEHJPA/o.jpg,False,"{'address1': '806 S Spring St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['806 S Spring St', 'Los Angeles, CA 90014']}",Peking Tavern,+12139888308,$$,4.0,745,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/peking-tavern-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0427621,-118.2536515
pez-cantina-los-angeles,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.0515515, 'longitude': -118.2534951}",(213) 258-2280,6352.659365526137,hIythZZ3mpPwwhSJkUuJQQ,https://s3-media1.fl.yelpcdn.com/bphoto/aWafV6BztdndLdGRDsApSQ/o.jpg,False,"{'address1': '401 S Grand Ave', 'address2': 'Ste 120', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90071', 'country': 'US', 'state': 'CA', 'display_address': ['401 S Grand Ave', 'Ste 120', 'Los Angeles, CA 90071']}",Pez Cantina,+12132582280,$$,4.0,873,"['pickup', 'restaurant_reservation', 'delivery']",https://www.yelp.com/biz/pez-cantina-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0515515,-118.2534951
lono-hollywood-los-angeles-2,"[{'alias': 'tikibars', 'title': 'Tiki Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'polynesian', 'title': 'Polynesian'}]","{'latitude': 34.10187, 'longitude': -118.33383}",(323) 848-4475,4621.594960714815,4X8j8QlBiF61ezICJYf5tw,https://s3-media1.fl.yelpcdn.com/bphoto/SgZT5NzSLOjw9n__j5-u9w/o.jpg,False,"{'address1': '6611 Hollywood Blvd', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90028', 'country': 'US', 'state': 'CA', 'display_address': ['6611 Hollywood Blvd', 'Los Angeles, CA 90028']}",LONO Hollywood,+13238484475,$$,4.5,408,['restaurant_reservation'],https://www.yelp.com/biz/lono-hollywood-los-angeles-2?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.10187,-118.33383
inko-nito-los-angeles,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 34.04638, 'longitude': -118.23543}",(310) 999-0476,8104.066783662177,q-HKatFNDEG44ADvIOVd8g,https://s3-media3.fl.yelpcdn.com/bphoto/zYMrBrfonzA3Q6zcZDPhGA/o.jpg,False,"{'address1': '225-227 S Garey St', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90012', 'country': 'US', 'state': 'CA', 'display_address': ['225-227 S Garey St', 'Los Angeles, CA 90012']}",Inko Nito,+13109990476,$$,4.0,577,"['pickup', 'delivery']",https://www.yelp.com/biz/inko-nito-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.04638,-118.23543
moodaepo-ii-los-angeles-3,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 34.059648, 'longitude': -118.289799}",(213) 381-9990,2917.2608562497535,XKcHgQ75rl0nUv21sHUJ1w,https://s3-media2.fl.yelpcdn.com/bphoto/x1rGUyz8hZjIypgIfalb8g/o.jpg,False,"{'address1': '3014 7th St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['3014 7th St', 'Los Angeles, CA 90005']}",Moodaepo II,+12133819990,$$,3.5,1721,[],https://www.yelp.com/biz/moodaepo-ii-los-angeles-3?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.059648,-118.289799
commerson-los-angeles,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 34.0606346, 'longitude': -118.344452}",(323) 813-3000,2113.991175722342,uGG2jfr3ROvKN0DbPK-7xQ,https://s3-media3.fl.yelpcdn.com/bphoto/zyp2d6CT4q5TlPECmdOtgg/o.jpg,False,"{'address1': '788 S La Brea Ave', 'address2': '', 'address3': None, 'city': 'Los Angeles', 'zip_code': '90036', 'country': 'US', 'state': 'CA', 'display_address': ['788 S La Brea Ave', 'Los Angeles, CA 90036']}",Commerson,+13238133000,$$,4.0,444,"['pickup', 'delivery']",https://www.yelp.com/biz/commerson-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0606346,-118.344452
boba-bear-los-angeles,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 34.0666, 'longitude': -118.3087}",(213) 908-5595,1287.0195296087752,QUK6uKjFBN1HWCpxwC0oMg,https://s3-media4.fl.yelpcdn.com/bphoto/qlFI0mb0x3HJKfKA-YTCBw/o.jpg,False,"{'address1': '414 S Western Ave', 'address2': 'Ste C', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90020', 'country': 'US', 'state': 'CA', 'display_address': ['414 S Western Ave', 'Ste C', 'Los Angeles, CA 90020']}",Boba Bear,+12139085595,$$,4.0,801,"['pickup', 'delivery']",https://www.yelp.com/biz/boba-bear-los-angeles?adjust_creative=5qqcMYzSx5kiXGxs0PXU2w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=5qqcMYzSx5kiXGxs0PXU2w,34.0666,-118.3087
